商品コード,仕様コード,内容
15781,9,幅×高さ×マチ：約26×14.5×5cm
15782,0,牛革
15782,11,約0.7kg
15782,33,ボタン式ポケット1
15782,34,ファスナー式ポケット1 ボタン式ポケット1
15782,48,GAX3661
15782,6,中国
15782,9,幅×高さ×マチ：約36×24×3.5cm
15783,0,牛革
15783,11,約0.6kg
15783,34,ファスナー式ポケット1 ポケット2 キーリング1
15783,4,保存袋(予告なく仕様が変わる場合がございます)
15783,48,09-08000
15783,6,日本
15783,9,幅×高さ×マチ：35×26.5×2cm
15784,0,牛革
15784,11,約1kg
15784,33,ファスナー式ポケット1
15784,34,ファスナー式ポケット2 ポケット2
15784,4,キーリング 保存袋(予告なく仕様が変わる場合がございます)
15784,48,09-02000
15784,6,日本
15784,9,幅×高さ×マチ：36.5×32×17cm
15785,0,牛革
15785,4,保証書 保存袋
15785,48,9191/DU+A
15785,6,イタリア
15785,9,約23×1cm
15786,0,牛革
15786,4,保証書 保存袋
15786,48,9192/A+A
15786,6,イタリア
15786,9,約23×0.8cm
15788,0,牛革
15788,4,保証書 保存袋
15788,48,9192/SA+A
15788,6,イタリア
15788,9,約23×0.8cm
15789,0,牛革
15789,11,約1kg
15789,33,ファスナー式ポケット1
15789,34,ポケット2
15789,4,キーリング 保存袋(予告なく仕様が変わる場合がございます)
15789,48,10-09000
15789,6,日本
15789,9,幅×高さ×マチ：29.5×39.5×16.5cm
15790,0,表地：ナイロン100%<br />裏地：ポリエステル100%<br />部分使い：ポリエステル93% ポリウレタン7%<br />中綿：ダウン95% フェザー5%
15790,33,ファスナー式ポケット2
15790,34,メッシュポケット1
15790,48,"2701JM HYBRIDGE LITE JACKET
"
15790,5,手洗い ドライクリーニング不可
15790,6,カナダ
15791,51,このブランドはギフトサービスに対応しておりません。
15791,9,B5判（182×257㎜）
15792,0,牛革
15792,11,約1.5kg
15792,33,ファスナー式ポケット2 ボタン式ポケット1
15792,34,ファスナー式ポケット1 ポケット2
15792,4,キーリング 保存袋(予告なく仕様が変わる場合がございます)
15792,48,10-06000
15792,6,日本
15792,9,幅×高さ×マチ：49×30×16.5cm
15793,0,牛革
15793,11,約0.5kg
15793,33,ファスナー式ポケット1
15793,34,ポケット2
15793,4,キーリング 保存袋(予告なく仕様が変わる場合がございます)
15793,48,10-07000
15793,6,日本
15793,9,幅×高さ×マチ：23.5×17×6cm
15794,0,牛革
15794,11,約0.4kg
15794,4,ブランドオリジナル布袋
15794,48,934C/LD/MIMETICO
15794,6,イタリア
15794,9,幅×高さ×マチ：約27×21×2cm
15795,0,牛革
15795,12,IDケース1 ポケット1
15795,48,GAJ1253
15795,6,中国
15795,9,縦×横：約7×10.5cm<br />ネックストラップの長さ：約45cm<br />ショートストラップの長さ：約11cm
15800,0,牛革
15800,12,札入れ2 コインケース1 カード入れ6
15800,48,FRO735228-076
15800,6,日本
15800,9,縦×横：約9×18.5cm
15801,0,牛革
15801,12,カード入れ1 ポケット2
15801,48,FRO737228-076
15801,6,日本
15801,9,縦×横：約7×11cm
15802,0,牛革
15802,11,約0.4kg
15802,34,仕切り1
15802,4,ブランドオリジナル布袋
15802,48,FRO103225-076
15802,6,日本
15802,9,縦×横×マチ：約16×28×4cm
15803,0,牛革
15803,11,約0.6kg
15803,33,ポケット1
15803,34,ファスナー式ポケット1
15803,4,ブランドオリジナル布袋
15803,48,B46 PE-CUS 1
15803,6,イタリア
15803,9,幅×高さ×マチ：約33.5×39×1.5cm
15804,0,牛革<br />コットン<br />真鍮
15804,4,ティベリオフェレッティ布袋
15804,43,2.5×0.2cm
15804,45,縦×横:4.2×5.3cm
15804,6,イタリア
15805,0,デニム レザー リモンタ社製ナイロン
15805,11,約0.5kg
15805,12,ブランドオリジナル布袋
15805,33,ファスナー式ポケット4
15805,48,3C CAMELOT-D ジーンズ24BKWHブルー/マットーネ
15805,6,イタリア
15805,9,幅×高さ×マチ：約31×30×5cm
15806,0,シルク100%
15806,48,U15E-D04
15806,5,水洗い不可 ドライクリーニング
15806,6,イタリア
15806,9,大剣：約8cm<br>小剣：約4.5cm<br>長さ：約145cm
15807,0,シルク100%
15807,48,U15E-C58
15807,5,水洗い不可 ドライクリーニング
15807,6,イタリア
15807,9,大剣：約8cm<br>小剣：約4.5cm<br>長さ：約145cm
15808,0,シルク100%
15808,48,U15E-N07-T
15808,5,水洗い不可 ドライクリーニング
15808,6,イタリア
15808,9,大剣：約8cm<br>小剣：約4.5cm<br>長さ：約145cm
15809,0,シルク100%
15809,48,U15E-C33-T
15809,5,水洗い不可 ドライクリーニング
15809,6,イタリア
15809,9,大剣：約8cm<br>小剣：約4.5cm<br>長さ：約145cm
15810,0,シルク100%
15810,48,U15E-C13-T
15810,5,水洗い不可 ドライクリーニング
15810,6,イタリア
15810,9,大剣：約8cm<br>小剣：約4.5cm<br>長さ：約145cm
15811,0,シルク100%
15811,48,U15E-B02-H
15811,5,水洗い不可 ドライクリーニング
15811,6,イタリア
15811,9,大剣：約8cm<br>小剣：約4.5cm<br>長さ：約145cm
15812,0,シルク100%
15812,48,U15E-B27-H
15812,5,水洗い不可 ドライクリーニング
15812,6,イタリア
15812,9,大剣：約8cm<br>小剣：約4.5cm<br>長さ：約145cm
15813,0,シルク100%
15813,48,U15E-B01-H
15813,5,水洗い不可 ドライクリーニング
15813,6,イタリア
15813,9,大剣：約8cm<br>小剣：約4.5cm<br>長さ：約145cm
15814,0,牛革 ナイロン
15814,11,約0.6kg
15814,33,ボタン式ポケット2
15814,34,ポケット2
15814,4,保証書 保存袋
15814,48,9236/DS
15814,6,イタリア
15814,9,幅×高さ×マチ：約47×27×18cm
15815,0,牛革
15815,12,札入れ2 コインケース1 カード入れ12 ポケット4
15815,48,FRO736228-076
15815,6,日本
15815,9,縦×横×マチ：約10.5×19.5×2cm
